sample	TCGA-FV-A495-01	TCGA-G3-A3CH-11	TCGA-CC-A3MB-01
7188	7.2118	6.6223	6.615
152831	10.5942	9.8803	11.3537
84231	11.2032	10.5902	11.7697
29911	9.4678	8.1168	8.1863
84376	8.2298	9.3283	9.8747
7113	9.7938	10.9703	9.5474
51361	8.8107	10.5627	9.6198
56649	2.053	4.0064	1.8855
80975	3.9964	2.8491	1.7268
NA	6.8575	5.3222	6.3549
344805	0	0	2.0285
2098	11.3171	11.6749	11.5732
7249	11.2589	10.3292	10.7908
NA	4.8751	0.9157	5.968
390648	0	0	0
645832	1.841	1.8717	0.8237
NA	6.2291	3.5408	6.3412
94160	2.053	0	0
150000	0	2.1846	0.4699
89845	8.2486	6.7347	8.4036
85320	6.2139	6.1505	5.5724
NA	8.164	7.9715	7.9348
NA	3.2722	5.4738	3.6046
26682	0	0	0
NA	0	0	0
127670	0	0	0
100126780	0	0	0
60436	9.0395	8.5587	9.652
6251	8.8132	9.6176	11.2698
1834	0	0	0
26818	0	0	0
10436	9.6862	8.8573	9.5666
1736	9.0111	9.4319	10.7533
NA	5.8699	0.9157	0
374403	8.8258	7.81	5.3989
22950	8.4242	8.8039	9.363
NA	2.053	2.1846	3.3008
4593	0	0.9157	0
4343	11.4181	10.7593	10.7899
147166	7.4052	6.6352	8.8703
NA	3.6793	1.4714	1.1077
27304	7.7441	7.7097	7.2653
3927	12.585	11.8917	12.7471
4337	10.5882	10.9643	11.0666
NA	1.7494	2.8491	1.1077
5366	3.0155	4.6906	2.7602
6729	9.8027	10.4863	10.117
9197	8.3036	9.3925	9.9786
199704	5.9998	5.5302	5.2316
54951	6.9795	7.6215	8.4771
29099	10.2432	9.6127	9.4837
23189	9.6779	11.8876	10.5627
51122	8.3703	8.7981	9.2628
23412	10.4147	9.3713	10.4483
150684	9.3578	8.4597	8.0504
170622	11.9562	10.0684	10.0015
149951	10.3092	10.1618	10.2356
54939	12.7273	10.442	10.6089
28991	9.7986	9.1059	9.5998
7248	8.6531	7.9613	8.5292
56663	0	0	0
92285	3.0155	4.8762	1.8855
NA	5.6617	4.589	4.765
51603	10.0765	9.3002	9.931
NA	6.9238	7.9328	8.0457
57721	5.9082	8.4041	7.8043
643641	7.8463	6.8937	8.3016
7750	7.4513	9.3461	9.3615
4881	8.6727	8.4669	7.3897
4882	6.4003	9.7393	9.5489
4883	3.4901	5.2229	3.3008
127002	6.4269	4.7393	5.6738
9202	8.8182	9.1371	9.1411
7170	12.7149	12.1053	12.8923
817	8.6755	10.1037	10.1487
147179	7.3644	8.7154	9.4105
NA	9.7337	9.9231	8.6391
818	8.2524	8.9788	8.5352
7730	3.1496	4.4266	4.2319
815	2.053	3.1665	0
816	9.1375	9.2295	2.5861
9924	9.1395	9.8165	9.4929
83732	7.6846	7.4565	8.8584
401498	0	0.9157	0.4699
10813	8.5386	7.8984	8.933
NA	9.9122	7.3864	8.1972
320	8.2964	10.7571	7.7251
55789	6.086	4.0064	9.2243
55751	7.7281	9.0863	8.5186
NA	6.504	3.8377	4.2257
NA	12.672	11.3645	12.1305
3717	6.183	7.787	6.6262
2846	0	0.9157	0.4699
NA	3.0155	0	0
440163	2.8677	0.9157	1.3448
493901	0	0	0
321	5.7484	5.6624	3.6932
64766	8.1441	7.6788	7.9663
NA	2.5171	4.4775	6.9385
65982	8.4952	8.6939	6.1433
6143	15.3032	14.0621	14.0573
NA	10.067	9.0164	9.4235
NA	4.8359	3.7454	1.8855
NA	0	1.4714	1.8855
10463	9.5027	10.137	9.983
10024	9.1254	4.2273	9.5121
219981	0	0	0
9919	11.3691	11.7173	11.2366
219982	0	0	0
55068	2.7031	1.4714	2.0285
912	9.0481	9.0114	4.6363
913	5.8503	3.1665	2.5861
57719	5.8503	7.5136	8.1805
338440	6.6241	4.3578	2.7602
909	2.7031	2.1846	0.8237
121601	4.6673	0	1.1077
203859	6.6008	7.3971	8.1358
196527	9.965	11.6943	11.8044
50636	5.4949	5.2568	4.1018
138240	5.1234	0	1.1077
55107	9.1375	12.8559	10.8489
57101	9.0459	0	1.8855
63982	2.053	4.8762	1.7268
25885	7.4119	8.0652	9.1253
84172	7.7755	8.8846	9.0992
9533	9.0023	8.4849	8.3904
51082	10.7833	10.3332	10.4192
64425	9.2777	8.9661	8.0546
NA	7.2195	6.5694	7.308
1281	14.094	12.5066	12.8479
55670	6.7448	8.8045	8.5229
4160	0	0	0
9026	10.5257	10.262	10.8772
55346	7.2719	6.8277	6.1973
55255	8.3738	8.634	7.8911
64118	12.5745	11.6974	11.5624
27032	9.1542	10.4084	11.3964
54521	6.2139	9.5199	8.5604
11152	11.0578	10.5509	10.7092
9277	10.8202	9.5629	10.1487
285834	0	1.8717	0
57599	9.0221	9.4485	8.8294
159195	5.5923	6.7466	8.0774
7334	9.9374	10.0162	10.3425
79809	7.3849	7.6974	7.9751
2959	9.0945	9.3243	8.3637
100170228	0	0	0
2918	2.5171	6.5694	0.4699
3718	8.6783	7.5482	5.6519
3716	11.3896	11.9649	11.3982
2914	1.3645	0	0
2915	0.8379	0	0
2916	2.053	0	1.5484
2917	0	0.9157	0
2911	1.7494	0	0.4699
2912	6.3594	0.9157	0.4699
2913	0.8379	0	0.4699
115286	9.9351	9.3408	8.4633
3218	1.7494	0	0
3219	0	0	0
22847	8.2709	8.5948	8.7734
NA	2.8677	4.5338	4.9193
3212	6.9705	5.6369	4.9555
3213	6.4003	5.8514	5.2168
3211	0	0	0
3216	5.0222	5.6624	4.2551
1147	8.4698	9.3043	8.8428
3214	5.5923	4.5338	3.5103
3215	5.6612	3.6467	3.8933
5468	8.6014	7.787	9.2446
5467	9.3903	8.7335	10.0682
84058	7.5456	4.8762	4.3121
58480	11.1381	10.8707	10.945
5465	10.9671	11.1992	12.2798
340205	1.7494	0	0.4699
55454	7.2571	8.6939	8.362
6677	0	0	0
55790	7.0412	6.6858	7.1566
NA	10.6312	10.8998	10.1959
5434	12.88	12.3479	11.9864
387911	1.7048	0	1.1683
57381	5.8104	5.8291	6.0458
8742	9.3	9.2002	8.4231
256297	0	0	0
25803	1.7494	1.4714	1.3448
55110	8.9527	7.7985	8.463
26686	0	0	0
NA	0.8379	0.9225	2.5004
NA	0.8379	0	0
4356	5.7055	3.3023	5.5724
929	15.8553	14.6808	12.9221
653643	0	1.4714	0
256364	10.6298	9.2359000000000009	9.931
30848	3.4901	0	0.4699
653641	0	0	0
NA	7.2571	5.76	7.9861
4354	9.5878	10.2014	11.4382
930	5.3068	4.4189	0.8237
NA	8.0886	8.8292	5.8127
22880	9.704	9.2818	10.5612
NA	7.9232	7.6084	7.5701
NA	2.053	3.5408	3.6046
NA	0	4.9191	4.7847
23129	11.4276	10.4429	10.8431
9070	9.4072	9.8502	9.4475
NA	1.7494	2.4416	2.1586
NA	12.2663	11.2165	12.2449
56120	0	0	0
5591	10.1513	10.4584	11.6223
23608	10.7795	10.664	10.812
389	13.1748	11.3698	12.4734
8444	6.0691	5.6874	4.5677
8445	8.0572	7.685	8.2606
53940	4.4764	0	0
8798	9.0395	7.8548	7.225
2681	7.9783	8.278	5.9857
222662	0	0	1.1077
9400	10.0489	8.7031	9.2736
10912	13.0111	11.7066	8.9844
285704	8.5171	8.0748	7.3392
340596	0.8379	0	0
10184	7.0412	7.4196	8.0629
375612	0	0	0.8237
8433	0.8379	0	0
2028	8.73	11.5367	9.3808
7093	2.5171	0	0
10406	7.5993	4.832	2.0285
5565	10.6391	10.4521	11.4922
401508	0	0	0
2063	12.2156	11.1567	11.4669
401507	0	0	0
3625	7.9044	9.6891	9.5622
728495	0	0	0
7026	9.8625	10.5041	10.1384
2318	6.5165	5.7362	2.4905
3626	7.4834	11.7496	10.4012
55872	7.0239	3.6467	9.3212
1643	10.7468	8.999	8.4833
22936	11.5352	12.1292	11.175
NA	5.7693	6.3828	6.9787
55605	7.7227	9.9647	10.5645
22999	0	0.9157	0
9699	3.0155	0	0
83729	9.4484	11.6425	13.6761
NA	8.2261	8.5167	8.5246
81099	0	0	0
2894	2.5171	7.3427	2.1586
2895	0	0	0
22934	7.9091	7.1312	7.9795
4162	9.7562	8.7275	9.9906
27349	9.739	8.8294	9.2028
54879	7.3985	7.335	7.7172
3060	0	0	0
7227	7.2719	6.5005	6.2123
1559	12.4654	15.5608	12.4567
1558	12.338	16.1916	11.8356
29114	0	0	1.1077
164668	3.8466	3.1665	2.1586
140564	6.8378	6.2378	5.8859
60489	7.7546	7.8768	6.1589
200316	8.2031	7.4854	6.6705
200315	4.1547	3.8377	3.6733
27350	6.4401	7.4638	4.8439
9582	8.2511	3.3023	8.9471
200765	6.5411	4.8762	6.1034
256815	0	1.8717	1.5484
121130	0	0	0
5939	8.2209	7.8766	6.8812
3336	12.3701	12.0491	12.94
414157	3.4901	2.1846	0.8237
26795	0	0	0
440050	0	0	2.0285
84919	10.1897	11.0995	10.9994
NA	0	0	0
25865	10.5319	9.3791	9.8853
23683	8.2598	8.9034	6.9156
83869	0	3.0165	2.7602
64595	0	5.1883	2.8399
252948	0	0	0
2017	11.6932	11.2062	11.6344
246119	0	0.9157	0
29916	9.4435	8.6564	8.827
6418	11.7807	11.6365	11.4525
7869	8.3874	5.76	4.367
1719	8.3772	9.7839	9.8749
168850	6.3731	8.6784	8.0712
252950	0	0	0
NA	8.4794	9.2507	7.7172
29802	4.5265	4.832	4.3398
5985	8.2524	8.126	9.1895
NA	7.2719	6.1505	5.0424
NA	8.887	8.7866	8.941
7809	0.8379	0	0.4699
373509	0	0	0
4481	8.0051	9.6999	7.5134
51126	10.5794	10.1347	11.3748
2696	0	1.4714	0
1965	10.3225	10.0564	10.0463
1968	11.7768	11.504	12.5286
8894	11.1676	10.442	11.6624
5625	8.7434	10.8143	5.0591
9663	12.3454	13.9787	11.5637
NA	0	2.4416	0
23175	8.8481	10.0873	9.3598
2992	8.514	8.6178	9.2243
NA	0	0	0
6247	2.8677	0.9157	0.4699
8609	1.7494	4.4775	4.9008
1316	10.2975	10.5172	11.9642
375298	6.3022	5.8884	4.6501
9314	6.8278	7.8984	10.0928
51274	9.7176	11.0713	11.3239
10365	9.2293	8.253	6.0373
10661	3.0155	0	0.8237
84065	10.6819	10.2568	9.3505
79064	9.6876	8.9377	9.3707
388335	9.1294	12.0819	8.7973
8908	8.746	9.2274	8.9767
23167	8.9687	11.1617	11.2761
134288	0	0	0
687	11.6347	12.415	10.7829
22979	2.3036	3.0165	4.0356
63897	7.2792	6.7104	7.6552
4504	0.8379	0	0
399671	2.3265	0	3.4363
54221	0	0	0
NA	8.746	8.3025	9.6725
55027	5.5685	8.3226	8.3261
153657	0.8379	0.9157	1.1077
55127	7.9464	8.3106	9.4523
NA	9.5819	7.951	9.9017
5978	3.0155	7.1761	6.2346
10973	9.0133	9.5165	10.6399
121278	0	0	0.4699
55509	6.0521	5.1164	3.3008
113730	6.4401	5.9786	2.5861
890	11.7831	4.4467	9.2893
127707	6.8673	7.9968	5.2316
9191	10.1429	9.2963	10.2801
5449	0	0	0.4699
51317	8.168	8.1843	9.2363
22914	6.7665	7.6536	4.6803
389125	7.8565	5.5829	3.6496
84313	11.4984	10.1221	10.2525
129401	7.5333	8.0842	8.415
79023	8.0992	6.9151	8.4376
NA	0	1.8717	0
57130	10.8568	10.3934	10.9759
7786	6.0014	5.278	5.2755
9175	4.3705	6.5345	5.7512
22850	7.8164	7.9144	8.5441
79016	9.8843	9.1708	9.5518
100101116	0	0	0
NA	1.7494	1.4714	0.8237
6509	9.2519	8.0936	9.9541
1585	0	0	0
1584	0	0	0.4699
6512	9.2759	5.0407	6.8395
256051	4.2563	5.6109	4.1651
2517	11.3605	11.7108	10.4098
79469	2.7031	0	1.7268
6507	8.0051	6.9151	9.9741
8089	6.9431	8.1352	8.1882
390205	1.7494	1.8717	2.278
23400	10.1878	8.2862	8.2239
345895	2.8677	1.8717	2.0285
7414	9.4694	9.7864	10.0759
64151	8.7859	4.1681	10.1157
NA	6.6694	7.9354	8.5545
55526	11.4064	13.2769	13.3787
114876	8.746	9.1928	8.917
389124	0	0	0
79077	10.3714	8.608	9.7705
NA	6.5891	5.415	4.6803
2209	6.4915	5.2568	4.8045
9641	7.4771	6.0954	6.2925
81622	10.9425	9.49	8.1939
NA	5.79	7.8604	7.1488
8420	5.2482	3.6467	5.7787
4277	6.6694	6.6352	8.5486
150350	0	0	0
401067	0	0	0
26354	9.6612	10.2827	10.3481
29889	9.9316	9.883	9.9474
2794	10.9136	9.8376	10.5524
5915	5.3904	6.7935	5.0757
642968	2.7031	1.4714	2.0285
148753	0	2.1846	3.6046
10170	6.1513	6.0766	4.8047
51635	11.2017	11.9131	11.0011
10901	11.8831	12.0452	10.1473
10202	6.7134	10.5005	5.5955
9249	13.6238	12.7638	13.1034
115817	12.0486	12.3777	9.4673
NA	10.385	9.9059	10.172
4285	7.7227	8.5648	7.6413
5877	8.9755	7.8659	7.8722
1859	9.1516	9.9284	9.6205
6234	11.1651	10.2272	8.3904
9149	8.6587	8.3503	7.7716
112885	0.8379	0	0
116511	0	0	0
57018	9.3699	9.4882	10.3464
9832	5.3631	4.9077	4.2185
152789	4.4244	3.5408	1.8855
81669	10.6984	10.2547	10.9165
NA	0	0	0
207063	10.4211	9.8803	10.194
100126793	3.2722	3.3023	2.0285
7173	0	0	0
9353	3.5878	5.079	4.7847
10578	6.9974	5.9374	5.1558
5833	13.4156	11.6011	11.7217
283820	9.4549	9.2081	11.3821
408050	10.3935	9.105	9.8515
4891	8.9867	9.8334	10.2392
23420	11.3764	11.6085	11.77
11177	8.1157	8.6113	9.394
3612	8.4858	9.3063	9.818
3613	10.1352	9.0554	9.1655
9031	9.9886	10.4666	11.4003
NA	6.9245	7.7928	5.3316
3601	9.0395	8.2697	10.6107
8739	0	0	0
4074	10.6679	10.498	10.2358
6591	8.6014	7.4638	5.7787
333929	5.79	5.4447	2.8399
3273	16.2623	17.0883	14.163
6615	6.6916	6.2207	5.5128
3270	5.7271	4.3578	4.4956
114884	6.3172	5.7834	4.9193
729759	0	0	0.8237
149018	0	0	0
NA	0	0	0
56606	7.7334	9.1507	9.1401
29988	11.0227	10.1938	9.0265
10728	12.8751	12.105	12.7622
80142	11.026	9.8404	10.0913
6518	2.3036	3.0165	2.4905
343637	1.3645	2.1846	0.4699
6515	7.3917	8.4041	7.1874
79152	4.3705	3.1665	0
6513	5.8892	6.114	3.4607
1892	14.811	15.2441	13.2287
292	13.0658	13.0864	13.6338
85458	5.8699	8.1442	6.8498
5326	7.4251	8.1532	8.1496
NA	8.2928	8.3385	8.0897
5325	4.9505	5.712	5.4883
118670	0	0	0
196792	4.7519	2.1846	0.8237
252946	0	0	0
414059	7.4513	6.4575	7.2974
6510	8.9777	8.5715	10.4369
25949	10.572	9.7303	9.4562
23358	9.3561	10.2929	10.2929
NA	7.3052	5.8849	8.3614
729877	2.5171	1.8717	4.5441
NA	8.7038	6.4027	4.6685
NA	1.3645	2.4416	0.4699
NA	1.3645	0	0.4699
7004	7.7281	5.4447	7.3009
84515	6.1513	5.3538	8.5262
388555	0	0	0
55749	8.2298	9.3382	10.0384
374918	0.8379	0	0
92140	10.6433	12.0028	12.517
265	0	0	0
79098	5.9456	6.5005	2.3881
6511	0	0	0
8567	9.747	9.5963	9.8327
79762	11.869	12.1989	10.6361
9156	7.7961	2.4416	7.8817
653121	7.0669	6.8277	6.615
728116	0	0	0
92799	10.661	9.513	10.6746
634	10.4498	10.8768	11.893
84126	8.9063	6.9096	7.0839
1084	2.7031	3.4265	0
1048	2.8677	1.4714	0
1089	3.5878	3.4265	0.8237
1087	0	0	0
4680	3.0155	4.6906	0.4699
1088	0	0	0.4699
57864	2.3036	0	1.7268
283537	9.2293	12.1572	7.0135
NA	9.8141	10.146	10.5889
81282	0	0	0
10038	8.6783	8.3813	8.6695
201799	5.1557	8.5849	4.4708
79324	0	0	0
11069	6.8378	9.2632	9.3212
2022	13.0198	11.9204	9.9086
7462	7.4643	7.6599	6.5805
10782	7.5993	9.4152	9.0456
9569	7.7065	7.0942	8.9578
84163	8.2146	7.9715	7.9235
NA	10.0305	8.89	10.6496
494143	5.4173	6.3201	5.5955
767584	0	0	0
56098	0	1.4714	0
79814	10.8352	11.6437	9.1971
2161	15.7323	14.5154	12.0188
63892	9.3351	9.0481	8.9376
2159	13.4396	12.7671	11.9487
2160	11.5515	12.2564	10.7802
9941	7.3849	5.8064	5.584
677850	0	2.8997	3.5311
2034	11.8255	12.8766	12.5311
154150	1.7494	0	0.4699
NA	0	0	0
154865	1.3645	0.9157	1.5484
376497	9.7693	8.6308	8.0057
146433	8.7513	5.8291	5.9769
128653	0	0	0
NA	5.218	4.5338	2.278
128864	0	0	0
8326	2.053	2.4416	0.8237
6622	4.5265	3.5408	1.8855
54901	8.473	7.4196	8.5633
145264	4.3705	0.9157	4.2257
NA	1.7494	0.9157	0
51735	3.9235	7.1035	7.5875
256394	12.5621	13.5052	9.8964
54952	8.7003	7.3664	7.1605
84233	9.5213	8.5062	8.7759
55863	9.1968	9.1096	9.5113
26776	0	0	0
55034	9.3121	9.6209	9.5098
91147	4.7113	4.5879	5.0083
7143	1.3645	6.5284	1.3448
1580	0	1.8717	0
285268	7.2865	8.07	8.1805
145773	5.9456	1.8717	3.0557
283248	4.6219	1.4714	1.7268
NA	7.6397	6.4863	7.4481
153643	0	0	0
84948	8.027	6.6733	8.4957
137872	9.0243	10.2155	8.169
91151	6.8797	6.1505	6.8206
81789	7.4834	6.8611	6.8925
NA	0.8379	0	0
2324	9.0395	8.7485	8.6293
79144	13.0582	10.1106	10.9064
2322	4.3705	5.2899	1.1077
NA	2.5171	2.6597	2.278
2321	8.6503	9.0626	9.7318
127435	11.0562	8.6721	6.7397
404552	0	0	0
146395	0	0	0
NA	0	0	0
7366	12.4881	14.1876	12.7499
8395	3.0155	3.1665	1.3448
54962	6.8477	5.4447	6.5512
NA	12.3956	11.0677	11.5426
79001	13.014	12.5463	11.1961
54995	8.4634	8.8181	7.6386
7761	4.6673	4.3578	4.5909
121214	0	0	0
8575	8.6418	8.9299	8.6571
7252	0	0	0
5816	2.5171	4.8762	0.4699
7365	12.9801	14.9871	9.612
53637	5.1872	5.2899	4.1338
25769	0	0	0
26811	0	0	0
11166	0	0	0
NA	13.7287	12.4978	14.54
84570	0	4.9191	1.5484
7567	5.5444	4.294	5.1079
401720	6.8575	5.8514	8.0525
NA	7.1412	4.832	6.8878
28973	11.264	11.1157	11.2872
1178	0	0.9157	0.8237
55531	0	0.9157	0.4699
8985	12.2009	10.9204	13.052
84173	8.136	8.046	8.2533
255520	7.301	7.3586	7.5346
11228	5.4173	7.3508	6.7655
1191	17.2841	17.6903	17.4713
57419	4.9505	4.7393	1.3448
5132	0	0	0.4699
26793	0	0	0
7424	6.8962	6.0954	6.182
50863	7.3224	2.4416	3.5103
NA	9.9028	9.9844	10.7048
3827	16.4466	16.5323	15.0281
441478	7.521	7.0563	7.1605
26609	4.4764	0	0
407835	6.8477	6.0575	6.7757
23242	9.5774	10.2003	10.8793
51616	8.3461	8.5648	8.7885
26792	0	0	0
57169	9.3156	10.2786	9.461
8602	9.5954	10.2778	10.4825
154810	10.5219	9.6466	8.4724
51421	8.8726	9.2736	7.3115
3933	0	0	0
3934	8.4634	6.3828	6.2198
671	2.3036	1.4714	0
10262	10.9297	9.8108	12.0197
87178	8.2486	8.898	9.3816
6293	10.3688	10.1037	10.7283
392399	0	0	0
138307	0	0	0
23450	11.2027	10.8036	11.1104
10992	12.1844	11.8011	12.1049
1586	6.1187	5.7273	10.8964
246	2.3036	1.4714	0
23223	9.5443	8.5882	9.8198
239	2.5171	2.1846	1.7268
9187	6.7349	7.5066	6.8175
7253	0	3.1665	0.4699
10411	8.1278	6.1955	6.1034
5616	0	5.1164	5.7376
64110	9.216	9.4739	8.881
401994	0	0	0
10500	9.7822	6.186	7.8746
944	2.5171	5.4738	1.8855
57556	7.5637	8.7305	6.4908
149111	3.3853	3.4265	1.1077
254263	3.6793	2.6597	1.7268
54780	9.7861	9.2231	9.1694
29097	10.2609	8.7808	9.3724
60528	10.1573	10.8326	10.0718
80821	6.6916	7.5482	8.5095
NA	9.7522	9.3598	8.6708
203054	9.2084	7.4996	7.9506
90956	9.9751	9.0114	10.0299
27107	7.7772	8.722	8.7501
57143	7.7227	6.9974	7.9641
23341	8.9618	10.1199	8.6447
55192	9.804	8.3186	8.6209
85406	9.2471	9.696	10.3328
29103	7.5756	10.3752	8.4662
56521	8.5897	9.6875	6.2048
23317	8.5629	9.5199	11.2624
54431	9.0395	9.8626	9.8198
55735	9.5354	10.281	9.8611
7222	0	0.9157	1.1077
NA	10.5502	10.6616	11.7809
613212	0	0	0
10116	9.6054	10.261	10.0913
25842	7.9418	8.5375	9.0685
202052	5.4173	4.832	4.2257
131118	9.9339	9.7288	9.0287
8721	14.3114	12.9888	12.4275
115509	4.3145	6.9568	7.1211
NA	11.206	10.615	10.8288
11198	10.4252	10.1141	10.2634
NA	7.8314	7.7928	8.3721
4295	0	0	0
NA	11.3622	9.573	9.9468
64231	9.8855	11.2515	7.8313
51471	4.2563	3.6467	2.5861
3998	10.6575	13.1819	11.4802
NA	0	1.4714	2.0285
10960	14.2438	12.6989	12.9041
NA	9.8347	4.4123	9.4782
6945	11.2904	10.8839	10.9763
125963	0	0	0
339983	1.7494	0	0.4699
256380	6.9974	6.3518	3.121
642846	8.1481	6.2035	8.0035
26595	0	0.9157	0
11270	9.768	6.8277	9.6772
NA	1.3645	0	0
NA	13.0064	10.5146	11.0922
5209	7.4052	10.343	10.5943
NA	12.9877	10.8762	10.1849
NA	4.5265	3.8377	4.0013
NA	0	0	0
114798	0	0	0
3704	10.8032	9.3906	10.3309
1504	0	0	0
54657	8.2811	13.6561	12.4231
6450	5.1872	6.428	5.3453
10971	11.1661	11.6105	11.8608
144124	0	0	0
151742	3.1496	5.5023	5.9944
7565	5.7055	6.2546	5.4883
390113	0	0	0
119764	0	0	0
85477	0	0.9157	0
83439	9.9093	8.2903	9.6574
120	8.4537	9.9112	9.2941
71	15.5206	14.3893	14.9937
72	6.086	5.2568	2.278
619505	0	0	0
57718	4.6673	7.0369	5.4507
9989	9.9374	9.4989	9.9247
151987	4.0659	8.849	7.8817
6556	5.982	5.3847	4.1651
252953	0	0	0
27039	0	0	0.4858
9033	5.5444	1.4714	1.8855
84897	9.0459	9.7575	9.4487
283297	0	0	0
10283	8.6072	7.6912	8.7555
54883	7.7388	7.8493	8.2478
57703	7.7703	8.7632	9.2464
26493	0	0	0
10972	11.6724	12.9937	12.3978
4055	11.5402	11.7526	12.248
1326	5.6156	6.1323	7.2435
4293	4.4764	4.2273	6.2493
677810	0	0	0
124626	0	0	0
10746	6.4531	8.7662	8.4101
4215	9.2721	9.0012	8.7655
26121	11.7045	10.2483	10.362
4214	7.5272	8.9584	9.2224
10522	9.3784	8.3266	9.1332
6885	7.6283	8.4813	9.1053
51124	10.3445	10.3011	9.7377
4217	8.1481	9.3868	6.5571
677811	0	0	0
5940	0	0	0.8237
83742	7.6151	7.4615	5.7432
2331	10.0251	8.046	7.1488
153562	9.9718	8.1168	9.5302
8021	9.9953	10.1393	9.8363
NA	7.4448	7.7812	6.7858
NA	1.7494	0	1.1077
51542	7.9326	9.3143	9.8818
2327	5.3352	6.398	3.4093
2328	12.5285	14.5521	12.124
2326	5.4436	6.2378	7.0005
7753	6.9245	6.3518	7.7172
54897	6.3868	6.9256	6.5092
2329	8.9412	10.297	9.0487
2330	11.2585	13.0308	12.6776
3418	13.2098	12.1552	11.5655
3417	12.6302	13.2157	13.4883
2128	0	0	0
7757	5.1872	2.1846	2.0285
344191	0	0	0
NA	8.8604	8.8462	9.2736
9047	6.4915	6.186	4.1338
390093	0	0	0
139562	0	0	0
22862	8.703	11.7466	11.1343
7092	2.7031	2.4416	1.3448
NA	8.7513	7.6725	8.2052
29072	9.4565	10.344	10.5337
643812	0	0	0
54093	7.0063	6.9044	7.4545
80854	10.1858	11.7589	11.1757
55846	7.9372	7.8822	8.4118
84722	7.5333	5.1164	7.06
54822	8.3461	10.3896	10.0336
9666	7.0753	6.9256	8.1159
391003	0	0	0.4699
22873	6.3031	6.9247	4.3602
NA	0	0	0
NA	4.2563	3.3023	4.4956
729528	0	0	0
390999	0	0	0
400736	0	0	0
343071	2.053	4.2273	10.5568
440560	4.2563	4.1574	9.8339
65108	10.8421	10.0849	11.0786
83886	5.4695	3.0165	0.8237
10942	4.575	1.8717	0.4699
3042	0	0	0
11098	10.0387	9.4112	9.6312
56925	7.4317	5.76	5.412
6838	9.965	9.2653	9.0798
146956	6.7609	2.5284	7.1354
197342	1.3645	1.8717	2.9873
10616	12.2437	10.8007	12.5294
6809	7.4513	7.628	7.8698
80709	8.9596	9.5913	9.0757
53905	4.0659	3.0165	5.1866
100288687	0	0	0
50506	2.3036	3.5408	1.1077
391518	0	0	0
6014	0	0.9157	0
26799	0	0	0
90649	4.8359	2.4416	1.7268
29920	10.8991	9.8979	10.3179
84656	10.0659	11.2197	11.2556
692233	0	0	0
692213	0	0	0
692214	0	0	0
100132386	0	0	0
728224	0	0	0
491	10.7201	9.9297	10.6326
NA	11.1556	9.3422	10.5925
NA	5.8699	5.0013	5.3589
85285	0	0	0
85290	0	0	0
85291	0	0	0
85289	0	0	0
84616	0	0	0
100132476	0	0	0
10440	11.079	10.857	9.7577
1891	14.2894	13.9443	13.43
50484	8.411	10.0125	9.7351
55080	10.1985	10.099	9.7468
4879	1.3645	0	0
2633	9.5519	11.0388	8.5808
4878	0	0.9157	0
83937	11.4598	9.8586	10.1204
197322	10.3935	9.7014	8.5186
2487	8.4602	6.2207	5.3316
114569	9.735	10.2315	10.6315
4122	9.4088	10.4657	11.4814
390003	0	0	0
4124	7.0498	9.9951	9.9955
NA	11.1198	10.4112	10.7135
4716	13.0281	11.4197	10.4
6706	0	0	0
NA	5.8503	8.0363	9.1809
6700	0	0	0
1666	12.0875	13.1323	12.6128
6702	0	0	0
92737	0.8379	1.8717	0.4699
353332	0	0	0
51347	8.7085	9.6751	10.5564
NA	0	0	0
353323	0	0	0
7157	9.9058	9.0602	9.8598
386684	0	0	0
92211	3.4901	4.9608	1.3448
54825	8.6811	13.0648	6.7449
222256	5.0067	4.9359	6.3293
389118	0	0	0.4699
53841	11.6383	13.7785	13.8141
6489	4.2563	3.5408	0.8237
NA	1.7494	0	0.8237
NA	4.0659	4.8762	2.0285
55164	7.6679	7.8604	7.7303
NA	1.7494	3.1665	0.4699
80326	4.8751	0.9157	2.4905
7007	0	5.0013	3.8165
NA	11.645	10.3848	11.0086
642987	0.8379	2.8491	1.3448
503835	0	0	0
NA	7.0837	6.5422	4.7438
6804	5.5685	2.4416	5.5128
10667	8.7565	7.9406	8.5981
112755	6.7665	6.3674	4.0356
11159	7.4383	7.3971	6.8255
54472	12.2679	12.4347	12.0067
6210	14.3769	12.5882	12.7933
NA	0	0	1.7268
NA	2.053	0.9157	1.8855
149478	0.8379	3.3023	3.7766
643376	0	0.9157	0
100419006	0	0	0
NA	0	0	0
388419	0	0	0.4699
118663	5.3631	5.5576	5.5369
NA	6.119	5.0407	2.9155
84280	7.5024	7.582	8.192
NA	7.3505	6.3674	7.1527
150094	12.0441	10.3152	11.7439
27258	11.0249	9.5355	9.27
23235	10.334	11.5115	10.6075
144501	6.1672	4.832	3.5582
3887	4.1322	1.8717	0
3888	0	0	0
3889	1.7494	1.4714	0
128821	0	0	0
3891	0	1.8717	0.8237
3892	5.5444	2.4416	1.1077
57403	8.8506	9.5373	10.2697
80746	6.8077	6.0575	6.182
51195	5.9456	7.2949	7.8531
56931	10.3402	8.2903	9.1173
100126799	0	0	0
284355	0	0	0
9213	8.5078	8.7425	8.4328
100169956	0	0	0
171169	0	0.9157	0.4699
