SYMBOL	ENTREZID
OBSCN	84033
PFDN1	5201
PTK2	5747
PTK7	5754
PTK6	5753
RABGAP1	23637
SNORD119	100113378
PRKAA2	5563
PRKAA1	5562
ITGB3BP	23421
PFDN2	5202
CELF4	56853
CYB5B	80777
GAL3ST1	9514
POMP	51371
GAL3ST3	89792
GAL3ST2	64090
GAL3ST4	79690
LRRC14B	389257
SCARA3	51435
TRPC4	7223
XPA	7507
IL18RAP	8807
IL17RD	54756
ATG16L1	55054
ATG16L2	89849
C4orf50	389197
C4orf51	646603
ARHGDIB	397
C3orf36	80111
NANP	140838
C3orf38	285237
USH1G	124590
IL17REL	400935
MATN1	4146
MATN3	4148
MATN2	4147
MATN4	8785
PCGEM1	64002
WNT9A	7483
ENDOG	2021
STIL	6491
PDSS2	57107
C15orf62	643338
CES3	23491
CES2	8824
EBF3	253738
EBF2	64641
EBF1	1879
FFAR2	2867
LMNA	4000
FFAR1	2864
BDH2	56898
ENDOU	8909
BDH1	622
DDX23	9416
DDX21	9188
DDX20	11218
DDX27	55661
ZNF157	7712
DDX25	29118
DDX24	57062
ERBB2	2064
HLA-DMB	3109
DDX28	55794
UNC13D	201294
TSNAX	7257
OTC	5009
ZNF90	7643
RPL32P3	132241
ZNF92	168374
ZNF578	147660
UNC13B	10497
ZNF98	148198
ZNF99	7652
PI4KAP1	728233
UNC13C	440279
FLVCR2	55640
DCTD	1635
RAET1E	135250
UBE2J1	51465
FKBP10	60681
FKBP11	51303
TBX21	30009
FAM3A	60343
FAM3C	10447
FAM3D	131177
FBXO15	201456
SNORD94	692225
PCK1	5105
VPS16	64601
PDPN	10630
GGPS1	9453
SFTA3	253970
SFTA2	389376
WSCD2	9671
NACA2	342538
PROX1	5629
CNGB1	1258
C9orf163	158055
CNGB3	54714
SNORD47	26802
PARD6A	50855
PLA2G6	8398
PLA2G7	7941
MARCKS	4082
PLA2G3	50487
CCDC77	84318
CCDC73	493860
CCDC70	83446
CCDC71	64925
OR2G3	81469
FPR1	2357
FPR2	2358
FPR3	2359
OR2G6	391211
CCDC78	124093
CGRRF1	10668
TMEM109	79073
TMEM108	66000
HOPX	84525
SPARCL1	8404
SNORD4B	26772
SNORD4A	26773
FOXH1	8928
TMEM107	84314
TMEM105	284186
PRG3	10394
SMPDL3B	27293
VSTM1	284415
GHITM	27069
TRANK1	9881
CSHL1	1444
NPPC	4880
SPEN	23013
OSGIN2	734
SYT3	84258
FKBP1B	2281
FKBP1A	2280
SLAIN2	57606
MANEAL	149175
STAT6	6778
ZFYVE26	23503
STOML2	30968
STOML1	9399
PIP5K1P1	206426
FBLIM1	54751
RPN1	6184
TRPT1	83707
DAXX	1616
CDC16	8881
AHNAK	79026
NT5E	4907
TMEM40	55287
ZNF431	170959
LGALS9C	654346
LGALS9B	284194
UNC50	25972
NKAIN4	128414
NKAIN3	286183
NKAIN2	154215
LOC284788	284788
MAP1A	4130
MAP1B	4131
TMEM200C	645369
IGSF9B	22997
PDCL3	79031
LBX2	85474
UNC5C	8633
VGF	7425
LBX1	10660
UNC5D	137970
CCM2	83605
TBC1D4	9882
MAP1S	55201
FRMD8	83786
ZNF430	80264
ZSCAN5A	79149
IMMP1L	196294
FRMD5	84978
FRMD6	122786
FRMD7	90167
PLCD4	84812
FRMD1	79981
PKNOX2	63876
FRMD3	257019
SNRPF	6636
TMEM200B	399474
DSCR9	257203
GNAS	2778
MED13L	23389
DSCR4	10281
PTCD2	79810
PTCD3	55037
PTCD1	26024
PDE7A	5150
ZNF433	163059
SIX5	147912
GNAL	2774
HLTF	6596
AGFG2	3268
AGFG1	3267
DPF2	5977
DPF3	8110
DPF1	8193
RPS12	6206
SAGE1	55511
WNT16	51384
CRYGS	1427
RPL18A	6142
SIX1	6495
KRT3	3850
KRT2	3849
KRT1	3848
OR2F1	26211
FST	10468
SIX2	10736
CRYGN	155051
KRT4	3851
CLEC18A	348174
CRYGA	1418
CEND1	51286
CRYGC	1420
DACT1	51339
DACT3	147906
DACT2	168002
VPS45	11311
SPRR2F	6705
VPS41	27072
BCAP29	55973
SLC15A4	121260
TMCC1	23023
TMCC2	9911
ECT2L	345930
SDR42E1	93517
TAS2R30	259293
TAS2R31	259290
NMNAT2	23057
NMNAT1	64802
ALOX12B	242
FOXG1	2290
TAS2R38	5726
TAS2R39	259285
EPB41L1	2036
NAA16	79612
EPB41L3	23136
EPB41L2	2037
EPB41L5	57669
ACSS3	79611
ACSS2	55902
ACSS1	84532
KIDINS220	57498
TMEM156	80008
PLEKHM1	9842
PLEKHM2	23207
RHOXF1	158800
VPS4B	9525
ZNF727	442319
GMEB2	26205
FAM72D	728833
SLC43A3	29015
FAM72B	653820
FAM72A	729533
OR5C1	392391
DCAF13	25879
MAGEH1	28986
VHL	7428
WNT3	7473
WNT2	7472
FIZ1	84922
LRRN4	164312
AGXT	189
CNTNAP3	79937
LRRN1	57633
PPP1R15A	23645
CNTNAP2	26047
BLMH	642
TREML4	285852
ST8SIA6	338596
CNTNAP5	129684
MOGS	7841
CNTNAP4	85445
SNORA46	677827
RECK	8434
SNORA44	677825
SNORA40	677822
MRPL37	51253
GPRIN2	9721
GPRIN3	285513
GPRIN1	114787
ROGDI	79641
MRPL34	64981
SNORA49	677829
SNORD116-24	100033435
SNORD116-25	100033436
MRPL35	51318
RUNX1T1	862
SNORD116-23	100033434
ZNF813	126017
SPTBN5	51332
SPTBN4	57731
SNORD116-28	100033820
SNORD116-29	100033821
SPTBN1	6711
ZNF814	730051
KLF13	51621
KLF12	11278
KLF11	8462
EBAG9	9166
KLF17	128209
KLF16	83855
KLF15	28999
KLF14	136259
TFAP2A	7020
RBMY1B	378948
TFAP2C	7022
TFAP2B	7021
TFAP2E	339488
RBMY1F	159163
KRTDAP	388533
MCCD1	401250
GBE1	2632
TYRP1	7306
OR51T1	401665
PCNA	5111
SLC44A1	23446
SLC44A2	57153
C4orf17	84103
EIF3E	3646
SLC44A5	204962
ZBTB7C	201501
ZBTB7B	51043
MSI1	4440
MCCC2	64087
MRPL39	54148
HDAC1	3065
ENGASE	64772
ZMYND8	23613
THBS1	7057
OR2L13	284521
FAM149A	25854
RPA4	29935
RPA1	6117
KLK2	3817
RPA3	6119
ANKFN1	162282
KLK3	354
COQ9	57017
NDUFS5	4725
NDUFS6	4726
NDUFS7	374291
C1S	716
C1R	715
COQ7	10229
COQ6	51004
COQ3	51805
COQ2	27235
NEK7	140609
ZRANB1	54764
KLK6	5653
ZRANB3	84083
ZRANB2	9406
TTC7B	145567
HBD	3045
HBD	100187828
ZFAND2A	90637
HBB	3043
CHMP2B	25978
PCDHGB2	56103
MUC20	200958
BOK	666
PCDHGB7	56099
ATP9B	374868
ATP9A	10079
HBZ	3050
LIPT2	387787
BOC	91653
SLC22A3	6581
RREB1	6239
DENND2C	163259
TPX2	22974
DENND2A	27147
LOC100133920	100133920
DENND2D	79961
GAGE1	2543
OR52J3	119679
PPT2	9374
GAGE4	2576
INPP4A	3631
GPR101	83550
LOC145474	145474
MICAL3	57553
PHC1	1911
PHC3	80012
GPR107	57720
GPR108	56927
MFAP3L	9848
UBE2G2	7327
SYPL1	6856
STAT3	6774
UBE2G1	7326
SCNN1G	6340
SAFB	6294
GRXCR1	389207
GRXCR2	643226
ZNF366	167465
RAX2	84839
PRF1	5551
MGMT	4255
WSB2	55884
TRNP1	388610
OR2A25	392138
ZNF335	63925
TMCO2	127391
RNF8	9025
RFX5	5993
RNF6	6049
RNF7	9616
RNF4	6047
RNF5	6048
RNF2	6045
APP	351
RYBP	23429
PRSS1	5644
NCAPG2	54892
SNORA71D	677840
PSMA4	5685
NRXN2	9379
SRGN	5552
LRRC69	100130742
KC6	641516
CLTA	1211
BPY2	9083
CLTC	1213
CLTB	1212
RRAGA	10670
LRRC61	65999
TNS3	64759
DPEP3	64180
STAMBPL1	57559
C7orf33	202865
PAIP2B	400961
DEFB121	245934
TNK1	8711
RRAGB	10325
ZNF829	374899
USP27X	389856
PCOLCE	5118
TFAP2D	83741
GPR50	9248
PRSS3	5646
EPM2A	7957
ISCA1	81689
RNF103	7844
ISCA2	122961
FAM118A	55007
UBE2NL	389898
FAM118B	79607
LMX1A	4009
ZCCHC24	219654
LMX1B	4010
OR6V1	346517
PPIG	9360
RECQL	5965
CD300C	10871
SRPRB	58477
SHC2	25759
MAP7D3	79649
ETV3L	440695
SIK3	23387
IL23R	149233
MAP7D1	55700
POU4F3	5459
KCP	375616
ACTR8	93973
BAIAP3	8938
ACTR6	64431
ACTR5	79913
UQCRC1	7384
ACTR3	10096
ACTR2	10097
PAQR9	344838
FOXP2	93986
EOMES	8320
YY1	7528
VAX2	25806
PTGFRN	5738
RECQL4	9401
KRT84	3890
GGT5	2687
GNRHR	2798
LYSMD2	256586
PDE3B	5140
SPINK13	153218
NDP	4693
HYDIN	54768
CNR1	1268
GBX2	2637
GBX1	2636
CNR2	1269
SNORD115-8	100033445
GNL3L	54552
POLDIP3	84271
POLDIP2	26073
ZNF57	126295
GP1BA	2811
RASA1	5921
TTC39C	125488
FNDC1	84624
GTDC1	79712
TTF1	7270
ALDH18A1	5832
RASA3	22821
TUFT1	7286
SLC25A10	1468
ICOS	29851
HHEX	3087
ACTN2	88
RABEP1	9135
PTPRU	10076
SAA2	6289
PTPRT	11122
SAA1	6288
ZXDB	158586
ANKS1B	56899
C1orf74	148304
ANKS1A	23294
OR5V1	81696
PTPRR	5801
SLAIN1	122060
ACTRT1	139741
ACTRT2	140625
TINF2	26277
GNRH2	2797
NKX3-2	579
NKX3-1	4824
GNRH1	2796
NAP1L5	266812
ZIM3	114026
RPL12	6136
VHLL	391104
ZNF597	146434
MDGA2	161357
SPRR1B	6699
NDUFA7	4701
ADAM10	102
ADAM11	4185
ADAM12	8038
ADAM15	8751
ADAM17	6868
ADAM18	8749
ADAM19	8728
PPP1R2P1	100507444
WDSUB1	151525
CPNE9	151835
CPNE8	144402
TYW1	55253
PTPRF	5792
CPNE3	8895
CPNE2	221184
CPNE1	8904
MIF4GD	57409
CPNE7	27132
CPNE6	9362
CPNE5	57699
CPNE4	131034
WNT8A	7478
TNFRSF11B	4982
SGCZ	137868
GLYAT	10249
TRIT1	54802
DNMT3B	1789
OPALIN	93377
DNMT3A	1788
ZNF121	7675
RBM10	8241
XRN2	22803
DNMT3L	29947
RABEPK	10244
LOC729609	729609
AAK1	22848
SNRPN	6638
GDE1	51573
SNRPB	6628
SNRPC	6631
SNRPA	6626
SHANK3	85358
OR2B2	81697
SHANK1	50944
SNRPE	6635
PBX4	80714
KLC4	89953
OR2B3	442184
ZNF554	115196
TNNI3K	51086
SALL4	57167
PTPRK	5796
HUS1	3364
RGS9BP	388531
PLAC8L1	153770
PTPRJ	5795
UCP2	7351
ZFR2	23217
PLCB1	23236
GPR62	118442
PTPRH	5794
ZDHHC15	158866
ZDHHC14	79683
TMEM167B	56900
PCSK9	255738
ZDHHC11	79844
PRCC	5546
ZDHHC13	54503
ZDHHC12	84885
PCSK2	5126
PRKAG3	53632
PCSK1	5122
PCSK6	5046
PCSK7	9159
PCSK4	54760
PCSK5	5125
DUSP28	285193
HIPK2	28996
HIPK1	204851
HIPK4	147746
RPS3	6188
DUSP21	63904
DUSP22	56940
DUSP23	54935
LEMD3	23592
LEMD2	221496
DUSP26	78986
NCAN	1463
SPDYE1	285955
SLC16A6	9120
YBX2	51087
SCRG1	11341
GPATCH2	55105
C3orf18	51161
NAPA	8775
OR6Q1	219952
OSR2	116039
LARP1	23367
LARP4	113251
LARP6	55323
LARP7	51574
ISM2	145501
ISM1	140862
TNFSF15	9966
GPATCH3	63906
HSD17B7P2	158160
TTLL3	26140
TPTE	7179
ZNF552	79818
RPSAP9	653162
UBE2Q1	55585
DDX49	54555
COL15A1	1306
ODAM	54959
DDX41	51428
TMEM45A	55076
DDX43	55510
DDX42	11325
PTER	9317
DDX47	51202
DDX46	9879
PTEN	5728
SLC20A1	6574
PLTP	5360
ATMIN	23300
EIF5A2	56648
TMEM45B	120224
LOC728743	728743
ELAVL4	1996
LGR4	55366
LGR6	59352
ELAVL2	1993
ELAVL3	1995
CDKN1C	1028
CDKN1B	1027
CDKN1A	1026
UBE2D2	7322
DPYSL4	10570
MAEL	84944
GUF1	60558
SNORD67	692108
SNORD66	692107
MFNG	4242
EDNRA	1909
EDNRB	1910
SNORD69	692109
SNORD68	606500
MYADML2	255275
DNAI1	27019
APOD	347
DNAI2	64446
APOB	338
STX10	8677
APOO	79135
APOM	55937
NDUFV2	4729
APOH	350
FAM151B	167555
FAM151A	338094
NFIL3	4783
EN1	2019
REG3G	130120
UQCRH	7388
VEGFB	7423
REG3A	5068
CCDC50	152137
CCDC51	79714
CCDC54	84692
CCDC57	284001
CCDC59	29080
UGT3A2	167127
SNORD38B	94163
TAS2R60	338398
TMEM128	85013
GPHN	10243
PAXIP1	22976
WFDC6	140870
ZMIZ2	83637
NUFIP2	57532
RAD18	56852
NUFIP1	26747
RPL13AP6	644511
PREPL	9581
RPL13AP3	645683
SULT4A1	25830
CABP7	164633
CABP5	56344
CABP4	57010
CABP2	51475
CABP1	9478
FBXO34	55030
FBXO36	130888
SLC35B2	347734
FBXO30	84085
FBXO31	79791
FBXO32	114907
FBXO33	254170
HBE1	3046
ZC3H7B	23264
CNRIP1	25927
FBXO38	81545
FBXO39	162517
MPG	4350
SPAG17	200162
SAT1	6303
TK1	7083
SAT2	112483
PELP1	27043
MBOAT2	129642
MBOAT1	154141
MBOAT7	79143
MBOAT4	619373
SPSB3	90864
SPSB2	84727
SPSB1	80176
HINT1	3094
HINT2	84681
HINT3	135114
LOC642929	642929
IL23A	51561
N6AMT1	29104
BIRC8	112401
CDC34	997
CDC37	11140
OR2A1	346528
ALAS1	211
ALAS2	212
OR2A2	442361
OR2A5	393046
OR2A4	79541
FICD	11153
EIF1	10209
S100A5	6276
BRWD3	254065
OR2T34	127068
BRWD1	54014
S100A1	6271
OR2T33	391195
S100A3	6274
KIAA0513	9764
LONRF3	79836
LONRF2	164832
LONRF1	91694
GJA1	2697
JARID2	3720
STAG3L4	64940
BIRC2	329
OR7D2	162998
GJA4	2701
CDCA7L	55536
GJA5	2702
ZNF365	22891
LOC100134868	100134868
C20orf203	284805
C20orf202	400831
APBA3	9546
SLCO1B3	28234
SPIN2A	54466
SPIN2B	474343
PGLS	25796
TUB	7275
SLC6A5	9152
ZNHIT1	10467
GJA9	81025
SYNJ2BP	55333
EFHB	151651
COL10A1	1300
MORC3	23515
MORC1	27136
MORC4	79710
CHKB-CPT1B	386593
GNE	10020
PTPRZ1	5803
TOMM20L	387990
UPK3A	7380
TXNL4A	10907
ZNF367	195828
IGDCC4	57722
PWRN1	791114
MEF2C	4208
MRPL42P5	359821
DIAPH2	1730
CCNA1	8900
DYNC1I1	1780
FBLL1	345630
ATP13A3	79572
DYNC1I2	1781
ATP13A5	344905
ATP13A4	84239
RNF5P1	286140
RAI1	10743
RAI2	10742
SKA2	348235
COL28A1	340267
VCAM1	7412
TMEM125	128218
LRRIQ1	84125
GRID2IP	392862
LRRIQ4	344657
RPS2P32	256355
TNRC6A	27327
ZNHIT6	54680
MEF2D	4209
ADAT1	23536
ADAT3	113179
ADAT2	134637
LGALS3BP	3959
SNORD113-4	767564
HYMAI	57061
ZNF117	51351
PLEKHO2	80301
PLEKHO1	51177
ZNF114	163071
E2F7	144455
E2F6	1876
E2F5	1875
E2F4	1874
E2F3	1871
E2F2	1870
E2F1	1869
SPDYE2	441273
SNORD116-26	100033438
SCAF1	58506
C6orf89	221477
E2F8	79733
ACBD3	64746
PPP4C	5531
ACBD7	414149
ACBD6	84320
ACBD5	91452
ACBD4	79777
MON2	23041
PPP1R13L	10848
EEF2	1938
SNORA20	677806
SKA3	221150
SNORA22	677807
SNORA23	677808
BRI3BP	140707
SNORA25	684959
RLBP1	6017
RPGR	6103
OLFM1	10439
ZNF334	55713
HYLS1	219844
TMEM31	203562
IZUMO1	284359
TIGIT	201633
EPHX3	79852
OSTF1	26578
TYR	7299
FAM168B	130074
PYCR1	5831
SNHG11	128439
ST8SIA3	51046
OR5H15	403274
TMC2	117532
OR5H14	403273
CTBS	1486
GATA2	2624
WNT10B	7480
ZNF331	55422
GNG10	2790
GNG11	2791
GNG12	55970
GNG13	51764
SYTL4	94121
TEX14	56155
HSP90B3P	343477
URB1	9875
GATA1	2623
RPLP1	6176
NT5C1B	93034
IFITM3	10410
IFITM2	10581
IFITM1	8519
HPCAL1	3241
LIPE	3991
HPCAL4	51440
LIPF	8513
GAGE2D	729408
GAGE2E	26749
LIPK	643414
LIPJ	142910
LIPM	340654
DFFA	1676
DFFB	1677
GAGE2C	2574
SEC24D	9871
RCN2	5955
REV3L	5980
SEC24A	10802
TMEM229A	730130
SEC24C	9632
PPIA	5478
TEX12	56158
RNF19B	127544
LMTK2	22853
CSMD2	114784
CSMD3	114788
PI16	221476
POU2AF1	5450
MRPL43	84545
IPP	3652
CSMD1	64478
C16orf92	146378
C16orf90	646174
TM4SF18	116441
TM4SF19	116211
MRPL49	740
MAGT1	84061
ZNF699	374879
OTOP1	133060
NGF	4803
NGB	58157
NEUROG1	4762
SMC5	23137
ZNF692	55657
ZNF695	57116
POU3F1	5453
ZNF697	90874
FHAD1	114827
TGM2	7052
ARFGAP2	84364
ARFGAP3	26286
LAMB1	3912
LAMB3	3914
LAMB2	3913
CYSLTR2	57105
LAMB4	22798
CYSLTR1	10800
COPZ1	22818
NEK4	6787
COPZ2	51226
NEK3	4752
NEK1	4750
U2AF1	7307
SNORD115-1	338433
SRXN1	140809
NEK8	284086
MPHOSPH6	10200
TPPP2	122664
GPR162	27239
BMX	660
GPR161	23432
SNORD58A	26791
SNORD58C	100124516
TGFB1	7040
G0S2	50486
DHPS	1725
ZZZ3	26009
OR5B17	219965
SGIP1	84251
CCDC3	83643
ASTN1	460
RSPH9	221421
CCDC6	8030
CCDC7	79741
SHF	90525
SHH	6469
COX7A1	1346
COX7A2	1347
CCDC9	26093
DYNC2H1	79659
WNT1	7471
TMEM14B	81853
MGA	23269
MTHFD2	10797
MTHFD1	4522
RHOQ	23433
PRR20A	122183
GSS	2937
PRR20C	729240
PRR20D	729246
MGP	4256
RSPH3	83861
NSD1	64324
TGFB3	7043
RHD	6007
NUDCD2	134492
NUDCD3	23386
NUDCD1	84955
R3HCC1	203069
OR1D4	653166
IFI27L1	122509
IFI27L2	83982
EID2B	126272
GMNN	51053
ADSL	158
SAMD4B	55095
PLA2G15	23659
AS3MT	57412
PRSS12	8492
OR7E24	26648
GAS2L1	10634
RPS27L	51065
GAS2L3	283431
TGM7	116179
ZNF575	284346
TMEM63B	55362
NDFIP1	80762
HPGDS	27306
AZI2	64343
SYTL5	94122
ZNF341	84905
ZNF345	25850
WNT6	7475
TNFSF14	8740
TMEM8B	51754
WFDC8	90199
ZNF438	220929
UOX	391051
KCNC2	3747
POGK	57645
TRIML1	339976
EPYC	1833
VIPR1	7433
NUDT12	83594
DLL1	28514
NUDT10	170685
DLL3	10683
DLL4	54567
NUDT17	200035
NUDT14	256281
NUDT15	55270
NUDT18	79873
NUDT19	390916
TSPAN9	10867
OR6X1	390260
STX8	9482
MXD1	4084
KEL	3792
IFI6	2537
PHKG1	5260
RSRC2	65117
ACTL9	284382
ACTL8	81569
STX7	8417
RC3H2	54542
UBE2Q2P1	388165
CPN2	1370
CPN1	1369
SOS2	6655
SLC4A11	83959
CLIC6	54102
PCP4	5121
STAB1	23166
PHACTR4	65979
RNF125	54941
KIAA0232	9778
RNFT2	84900
LGI4	163175
CFHR1	3078
CDADC1	81602
ECE2	9718
ECE1	1889
LGI3	203190
SOST	50964
HBP1	26959
LOC388242	388242
LOC90246	90246
IMPACT	55364
DRG2	1819
DRG1	4733
CASQ1	844
LRSAM1	90678
ZNF205	7755
ARHGAP42	143872
TMPRSS11A	339967
CLIC1	1192
NOP56	10528
EVC2	132884
IFIT2	3433
AURKA	6790
AURKB	9212
AURKC	6795
AP1B1	162
SERPINE3	647174
SNAPC3	6619
TNNT1	7138
OR5H6	79295
OR5H1	26341
RNF123	63891
GNPTG	84572
CDC42EP3	10602
CDC42EP2	10435
CDC42EP1	11135
DRGX	644168
TXLNB	167838
CDC42EP5	148170
CDC42EP4	23580
BMF	90427
GPRC6A	222545
ZNF354C	30832
TBKBP1	9755
RAB36	9609
AHCY	191
FAM170B	170370
FAM170A	340069
ABI2	10152
ABI3	51225
ABI1	10006
TRAP1	10131
SLC22A4	6583
TESC	54997
MUC7	4589
NKTR	4820
RHOH	399
OTP	23440
PTCHD3	374308
NTF3	4908
SP100	6672
KRT39	390792
KRT38	8687
ACADVL	37
RAB4B	53916
OR6C70	390327
ZBED5	58486
RAB4A	5867
KRT31	3881
SOX14	8403
KRT32	3882
KRT35	3886
DHDDS	79947
KRT37	8688
KRT36	8689
IL21	59067
CHN2	1124
CHN1	1123
IL22	50616
IL25	64806
IL24	11009
IL27	246778
IL26	55801
RAP2A	5911
PPP4R1L	55370
CAV2	858
CAV3	859
AXL	558
CAV1	857
ZNF548	147694
SNORD96B	692226
TIMP1	7076
IL12RB1	3594
LDHA	3939
IL12RB2	3595
ATP6AP1	537
ATP6AP2	10159
ELOF1	84337
ENSA	2029
CLINT1	9685
PDCL	5082
SNORD63	26785
WLS	79971
BRCA1	672
SNORD116-22	100033433
BRCA2	675
LRRC39	127495
OR4N2	390429
ZNF439	90594
PRY2	442862
OR4N4	283694
AHRR	57491
CYP24A1	1591
ACOT8	10005
ACOT9	23597
ACOT6	641372
ACOT7	11332
ACOT4	122970
ACOT2	10965
ACOT1	641371
ADCY4	196883
ADCY5	111
ADCY6	112
ADCY7	113
ADCY1	107
ADCY2	108
ADCY3	109
KIF25	3834
KIF24	347240
KIF27	55582
ADCY8	114
ADCY9	115
KIF23	9493
KIF22	3835
JKAMP	51528
RAB42	115273
RAB43	339122
NUCKS1	64710
NR3C1	2908
PDLIM4	8572
SLC22A1	6580
DDI2	84301
DDI1	414301
PDLIM5	10611
RNASEH2C	84153
COL4A6	1288
ZFP28	140612
LY6G5C	80741
XRCC1	7515
XRCC3	7517
XRCC2	7516
PITPNA	5306
XRCC4	7518
PDLIM1	9124
SMURF1	57154
DCAF12L2	340578
DCAF12L1	139170
SMURF2	64750
CLEC7A	64581
GGT3P	2679
MEIS3	56917
MEIS2	4212
MEIS1	4211
PCDHAC2	56134
HNRNPCL1	343069
PCDHAC1	56135
ZNF669	79862
NARF	26502
PRB3	5544
CTLA4	1493
GSPT1	2935
DNAJC25-GNG10	552891
RALGPS2	55103
MIER1	57708
MIER2	54531
MIER3	166968
ESPNL	339768
OR5AN1	390195
ESPNP	284729
RBP2	5948
DDX60	55601
AMN1	196394
KIR3DL2	3812
KIR3DL3	115653
LMNB2	84823
IL13RA2	3598
IL13RA1	3597
LMNB1	4001
LRBA	987
MRPS28	28957
MRPS26	64949
CD274	29126
MRPS24	64951
CD276	80381
MRPS22	56945
MRPS23	51649
MRPS21	54460
INSIG2	51141
IL13	3596
SMN1	6606
PPP2R5A	5525
PPP2R5B	5526
NXPH4	11247
LCMT1	51451
DGCR2	9993
YY2	404281
PPCS	79717
NAMPT	10135
RXFP4	339403
MAD2L1	4085
NDUFB11	54539
ADCY10	55811
KCNA6	3742
KCNA7	3743
KCNA4	3739
KCNA5	3741
KCNA2	3737
KCNA3	3738
SNORD81	26769
KCNA1	3736
UTP6	55813
RHOF	54509
OPTN	10133
JMJD6	23210
BHMT	635
C10orf95	79946
ZHX2	22882
ZHX3	23051
JMJD8	339123
ZHX1	11244
OPTC	26254
IRGM	345611
SYCE2	256126
IL15	3600
OTOR	56914
FAM106C	100129396
FAM106A	80039
CCDC38	120935
CCDC39	339829
ACACA	31
ACACB	32
SLFN14	342618
CCDC33	80125
CCDC30	728621
SIN3B	23309
CCDC34	91057
FOXD1	2297
PLA2G2A	5320
APPL1	26060
APPL2	55198
ZDHHC2	51201
PLA2G2E	30814
PLA2G2D	26279
PLA2G2F	64600
MEMO1	51072
PTTG3P	26255
ZMAT1	84460
SLC26A11	284129
KRTAP21-2	337978
KRTAP21-1	337977
UNC80	285175
HBBP1	3044
MPP4	58538
CAPN14	440854
CAPN13	92291
CAPN12	147968
CAPN11	11131
CAPN10	11132
ZDHHC9	51114
SLC16A8	23539
OR8J3	81168
SLC35D1	23169
MLNR	2862
COX7B	1349
COX7C	1350
SARS2	54938
HS3ST6	64711
HS3ST5	222537
HS3ST4	9951
CYFIP1	23191
HS3ST2	9956
HS3ST1	9957
CYFIP2	26999
HYI	81888
DYTN	391475
MPRIP	23164
SH2D5	400745
PARP15	165631
GUSBP1	728411
GUSBP3	653188
TRIM24	8805
THUMPD1	55623
WDR35	57539
MED22	6837
KYNU	8942
CHORDC1	26973
PXDNL	137902
LHPP	64077
MLLT6	4302
UVRAG	7405
MLLT1	4298
MLLT3	4300
NUP188	23511
PARP12	64761
KRT14	3861
COPG2	26958
GLT8D2	83468
GLT8D1	55830
MRPS34	65993
OR2T10	127069
OR2T11	127077
OR2T12	127064
MTO1	25821
OR2C1	4993
KERA	11081
ZNHIT2	741
RPS15AP10	728963
REG1A	5967
REG1B	5968
ZNF284	342909
MRGPRD	116512
MRGPRE	116534
MRGPRF	116535
MRGPRG	386746
GTPBP4	23560
GTPBP1	9567
DMXL2	23312
GTPBP3	84705
GTPBP2	54676
GTPBP8	29083
PCDHA2	56146
PCDHA3	56145
HES3	390992
BPNT1	10380
PCDHA7	56141
MLKL	197259
PCDHA5	56143
EIF4A1	1973
PCDHA8	56140
NPVF	64111
PARP10	84875
C1orf141	400757
MYOZ3	91977
BCL9	607
BCL6	604
OR7G2	390882
OR7G3	390883
BCL3	602
BCL2	596
TMEM89	440955
MSI2	124540
ZNF282	8427
BLID	414899
TMEM88	92162
CDX1	1044
POR	5447
NPEPL1	79716
CDX2	1045
CLMN	79789
CDX4	1046
LRFN3	79414
LRFN2	57497
LRFN1	57622
LYRM7	90624
HNRNPA3P1	10151
FAAH2	158584
NKX2-2	4821
KLHL21	9903
NKX2-1	7080
NKX2-6	137814
ZNF665	79788
NKX2-4	644524
NKX2-5	1482
TDRD7	23424
NBPF9	400818
ZP1	22917
SEMA7A	8482
KAT2B	8850
KLHL22	84861
ZP4	57829
TRIM21	6737
DMXL1	1657
OAS1	4938
TLE3	7090
OAS3	4940
OAS2	4939
IP6K1	9807
NEK9	91754
PAG1	55824
YAP1	10413
STK11IP	114790
TSLP	85480
NBPF4	148545
FBXL8	55336
SPAG11B	10407
MTM1	4534
SNORA2B	677794
PLEKHB1	58473
TRIM22	10346
OASL	8638
CCIN	881
CSNK1G2	1455
CSNK1G3	1456
CSNK1G1	53944
SERPINB1	1992
ANKK1	255239
SERPINB3	6317
SERPINB2	5055
SERPINB5	5268
SERPINB4	6318
SERPINB7	8710
SERPINB6	5269
OR9Q2	219957
FAM76B	143684
FAM76A	199870
OR9Q1	219956
PCGF5	84333
CX3CR1	1524
MAGED1	9500
MAGED2	10916
MAGED4	728239
C6orf62	81688
ATP8B3	148229
ATP8B1	5205
TAF10	6881
EXD3	54932
EXD2	55218
EXD1	161829
ATP8B4	79895
DTHD1	401124
STC1	6781
STC2	8614
ELP4	26610
ELP3	55140
CCDC81	60494
TRIM58	25893
ASPHD2	57168
DES	1674
FBXL4	26235
DPPA2	151871
DPPA3	359787
DEK	7913
SPRYD4	283377
FBXL7	23194
DPPA4	55211
DPPA5	340168
KLHDC4	54758
KLHDC2	23588
KLHDC3	116138
TLR10	81793
KLHDC1	122773
LRP5L	91355
NIPSNAP3A	25934
UBAP1	51271
TRIM56	81844
ASXL1	171023
POLK	51426
ASXL3	80816
ASXL2	55252
HDDC2	51020
HDDC3	374659
ZBTB39	9880
ZBTB38	253461
NIPSNAP3B	55335
HTR2A	3356
HTR2C	3358
